visit_id,user_id,location,plan_type,check_in_dt,check_out_dt,hours_used,amount_sar,cost_sar,profit_sar
V2025-10-20-089050,U000268,Dammam - Waterfront,Enterprise,2025-10-20 12:13:00,2025-10-20 16:48:00,4.59,36.72,22.03,14.69
V2025-10-20-702933,U000531,Dammam - Waterfront,Standard,2025-10-20 13:39:00,2025-10-20 16:57:00,3.3,39.6,23.76,15.84
V2025-10-20-044740,U000298,Dammam - Waterfront,Flex,2025-10-20 13:34:00,2025-10-20 14:55:00,1.35,20.25,12.15,8.1
V2025-10-20-385989,U000174,Dammam - Waterfront,Pro,2025-10-20 10:48:00,2025-10-20 14:01:00,3.22,32.2,19.32,12.88
V2025-10-20-751255,U000379,Dammam - Waterfront,Standard,2025-10-20 10:10:00,2025-10-20 13:41:00,3.51,42.12,25.27,16.85
V2025-10-20-632986,U000439,Dammam - Waterfront,Enterprise,2025-10-20 16:06:00,2025-10-20 20:56:00,4.83,38.64,23.18,15.46
V2025-10-20-647991,U000151,Dammam - Waterfront,Flex,2025-10-20 14:17:00,2025-10-20 16:10:00,1.88,28.2,16.92,11.28
V2025-10-20-542111,U000045,Dammam - Waterfront,Standard,2025-10-20 13:59:00,2025-10-20 16:39:00,2.67,32.04,19.22,12.82
V2025-10-20-144807,U000108,Dammam - Waterfront,Standard,2025-10-20 13:01:00,2025-10-20 16:03:00,3.04,36.48,21.89,14.59
V2025-10-20-167457,U000654,Dammam - Waterfront,Pro,2025-10-20 16:12:00,2025-10-20 20:39:00,4.45,44.5,26.7,17.8
V2025-10-20-474055,U000172,Dammam - Waterfront,Pro,2025-10-20 09:26:00,2025-10-20 13:22:00,3.94,39.4,23.64,15.76
V2025-10-20-703472,U000659,Dammam - Waterfront,Flex,2025-10-20 10:51:00,2025-10-20 12:32:00,1.68,25.2,15.12,10.08
V2025-10-20-314045,U000341,Dammam - Waterfront,Pro,2025-10-20 08:03:00,2025-10-20 11:47:00,3.74,37.4,22.44,14.96
V2025-10-20-933378,U000239,Dammam - Waterfront,Flex,2025-10-20 13:02:00,2025-10-20 14:26:00,1.4,21.0,12.6,8.4
V2025-10-20-967722,U000559,Dammam - Waterfront,Pro,2025-10-20 13:30:00,2025-10-20 17:35:00,4.08,40.8,24.48,16.32
V2025-10-20-068382,U000263,Dammam - Waterfront,Pro,2025-10-20 14:08:00,2025-10-20 17:40:00,3.54,35.4,21.24,14.16
V2025-10-20-530796,U000526,Dammam - Waterfront,Pro,2025-10-20 15:28:00,2025-10-20 19:48:00,4.34,43.4,26.04,17.36
V2025-10-20-825372,U000393,Dammam - Waterfront,Enterprise,2025-10-20 15:21:00,2025-10-20 20:14:00,4.88,39.04,23.42,15.62
V2025-10-20-963987,U000387,Dammam - Waterfront,Flex,2025-10-20 09:43:00,2025-10-20 10:52:00,1.15,17.25,10.35,6.9
V2025-10-20-786338,U000079,Dammam - Waterfront,Standard,2025-10-20 10:35:00,2025-10-20 13:13:00,2.64,31.68,19.01,12.67
V2025-10-20-536210,U000680,Dammam - Waterfront,Standard,2025-10-20 09:08:00,2025-10-20 12:15:00,3.12,37.44,22.46,14.98
V2025-10-20-338999,U000663,Dammam - Waterfront,Enterprise,2025-10-20 13:08:00,2025-10-20 18:24:00,5.26,42.08,25.25,16.83
V2025-10-20-570735,U000646,Dammam - Waterfront,Pro,2025-10-20 13:57:00,2025-10-20 18:26:00,4.49,44.9,26.94,17.96
V2025-10-20-026237,U000060,Dammam - Waterfront,Enterprise,2025-10-20 15:22:00,2025-10-20 19:45:00,4.38,35.04,21.02,14.02
V2025-10-20-822033,U000470,Dammam - Waterfront,Flex,2025-10-20 08:47:00,2025-10-20 10:24:00,1.62,24.3,14.58,9.72
V2025-10-20-156908,U000146,Dammam - Waterfront,Standard,2025-10-20 11:16:00,2025-10-20 14:02:00,2.76,33.12,19.87,13.25
V2025-10-20-582593,U000019,Dammam - Waterfront,Enterprise,2025-10-20 12:04:00,2025-10-20 17:18:00,5.23,41.84,25.1,16.74
V2025-10-20-806929,U000475,Dammam - Waterfront,Enterprise,2025-10-20 11:39:00,2025-10-20 16:44:00,5.09,40.72,24.43,16.29
V2025-10-20-836797,U000513,Dammam - Waterfront,Flex,2025-10-20 12:58:00,2025-10-20 14:08:00,1.17,17.55,10.53,7.02
V2025-10-20-001221,U000243,Dammam - Waterfront,Pro,2025-10-20 08:01:00,2025-10-20 11:35:00,3.57,35.7,21.42,14.28
V2025-10-20-895132,U000454,Dammam - Waterfront,Pro,2025-10-20 08:51:00,2025-10-20 12:28:00,3.61,36.1,21.66,14.44
V2025-10-20-393696,U000600,Dammam - Waterfront,Flex,2025-10-20 15:33:00,2025-10-20 17:59:00,2.44,36.6,21.96,14.64
V2025-10-20-809815,U000599,Dammam - Waterfront,Enterprise,2025-10-20 16:22:00,2025-10-20 21:05:00,4.72,37.76,22.66,15.1
V2025-10-20-816827,U000361,Dammam - Waterfront,Standard,2025-10-20 10:45:00,2025-10-20 13:32:00,2.79,33.48,20.09,13.39
V2025-10-20-290673,U000301,Dammam - Waterfront,Pro,2025-10-20 09:38:00,2025-10-20 14:00:00,4.36,43.6,26.16,17.44
V2025-10-20-282994,U000634,Dammam - Waterfront,Pro,2025-10-20 12:09:00,2025-10-20 15:56:00,3.78,37.8,22.68,15.12
V2025-10-20-752579,U000452,Dammam - Waterfront,Flex,2025-10-20 13:27:00,2025-10-20 15:03:00,1.6,24.0,14.4,9.6
V2025-10-20-548542,U000418,Dammam - Waterfront,Pro,2025-10-20 14:47:00,2025-10-20 19:12:00,4.42,44.2,26.52,17.68
V2025-10-20-751046,U000429,Dammam - Waterfront,Standard,2025-10-20 11:26:00,2025-10-20 14:36:00,3.17,38.04,22.82,15.22
V2025-10-20-276416,U000615,Dammam - Waterfront,Standard,2025-10-20 11:14:00,2025-10-20 14:10:00,2.94,35.28,21.17,14.11
V2025-10-20-983672,U000047,Dammam - Waterfront,Pro,2025-10-20 09:02:00,2025-10-20 13:20:00,4.3,43.0,25.8,17.2
V2025-10-20-691496,U000232,Dammam - Waterfront,Enterprise,2025-10-20 09:10:00,2025-10-20 14:21:00,5.19,41.52,24.91,16.61
V2025-10-21-329088,U000293,Riyadh - Olaya,Enterprise,2025-10-21 08:38:00,2025-10-21 12:17:00,3.65,29.2,17.52,11.68
V2025-10-21-796888,U000580,Riyadh - Olaya,Pro,2025-10-21 16:25:00,2025-10-21 19:45:00,3.33,33.3,19.98,13.32
V2025-10-21-135788,U000071,Riyadh - Olaya,Flex,2025-10-21 13:04:00,2025-10-21 15:09:00,2.09,31.35,18.81,12.54
V2025-10-21-414136,U000046,Riyadh - Olaya,Pro,2025-10-21 08:02:00,2025-10-21 12:06:00,4.06,40.6,24.36,16.24
V2025-10-21-346477,U000406,Riyadh - Olaya,Enterprise,2025-10-21 11:56:00,2025-10-21 16:16:00,4.33,34.64,20.78,13.86
V2025-10-21-566564,U000178,Riyadh - Olaya,Enterprise,2025-10-21 08:06:00,2025-10-21 11:46:00,3.66,29.28,17.57,11.71
V2025-10-21-830364,U000123,Riyadh - Olaya,Pro,2025-10-21 16:24:00,2025-10-21 20:26:00,4.04,40.4,24.24,16.16
V2025-10-21-590523,U000552,Riyadh - Olaya,Flex,2025-10-21 16:13:00,2025-10-21 17:44:00,1.52,22.8,13.68,9.12
V2025-10-21-117510,U000048,Riyadh - Olaya,Flex,2025-10-21 12:02:00,2025-10-21 13:16:00,1.23,18.45,11.07,7.38
V2025-10-21-361845,U000156,Riyadh - Olaya,Flex,2025-10-21 12:28:00,2025-10-21 14:30:00,2.03,30.45,18.27,12.18
V2025-10-21-931328,U000501,Riyadh - Olaya,Pro,2025-10-21 14:58:00,2025-10-21 18:49:00,3.85,38.5,23.1,15.4
V2025-10-21-853718,U000646,Riyadh - Olaya,Pro,2025-10-21 11:53:00,2025-10-21 15:38:00,3.75,37.5,22.5,15.0
V2025-10-21-931371,U000575,Riyadh - Olaya,Enterprise,2025-10-21 08:48:00,2025-10-21 12:39:00,3.85,30.8,18.48,12.32
V2025-10-21-444161,U000700,Riyadh - Olaya,Enterprise,2025-10-21 16:29:00,2025-10-21 21:03:00,4.56,36.48,21.89,14.59
V2025-10-21-942169,U000669,Riyadh - Olaya,Pro,2025-10-21 10:52:00,2025-10-21 14:52:00,4.0,40.0,24.0,16.0
V2025-10-21-015895,U000513,Riyadh - Olaya,Flex,2025-10-21 12:32:00,2025-10-21 14:33:00,2.01,30.15,18.09,12.06
V2025-10-21-095984,U000024,Riyadh - Olaya,Standard,2025-10-21 13:43:00,2025-10-21 16:48:00,3.08,36.96,22.18,14.78
V2025-10-21-585136,U000275,Riyadh - Olaya,Pro,2025-10-21 15:33:00,2025-10-21 19:04:00,3.52,35.2,21.12,14.08
V2025-10-21-457435,U000414,Riyadh - Olaya,Enterprise,2025-10-21 16:46:00,2025-10-21 21:19:00,4.55,36.4,21.84,14.56
V2025-10-21-561095,U000143,Riyadh - Olaya,Enterprise,2025-10-21 12:16:00,2025-10-21 17:11:00,4.91,39.28,23.57,15.71
V2025-10-21-586662,U000670,Riyadh - Olaya,Enterprise,2025-10-21 11:39:00,2025-10-21 15:56:00,4.29,34.32,20.59,13.73
V2025-10-21-888568,U000309,Riyadh - Olaya,Flex,2025-10-21 13:53:00,2025-10-21 15:40:00,1.78,26.7,16.02,10.68
V2025-10-21-730432,U000067,Riyadh - Olaya,Flex,2025-10-21 10:26:00,2025-10-21 12:27:00,2.01,30.15,18.09,12.06
V2025-10-21-004385,U000427,Riyadh - Olaya,Pro,2025-10-21 16:37:00,2025-10-21 20:31:00,3.9,39.0,23.4,15.6
V2025-10-21-363239,U000283,Riyadh - Olaya,Flex,2025-10-21 13:29:00,2025-10-21 15:15:00,1.76,26.4,15.84,10.56
V2025-10-21-904225,U000321,Riyadh - Olaya,Enterprise,2025-10-21 09:58:00,2025-10-21 14:30:00,4.53,36.24,21.74,14.5
V2025-10-21-585136,U000275,Riyadh - Olaya,Pro,2025-10-21 15:29:00,2025-10-21 19:57:00,4.46,44.6,26.76,17.84
V2025-10-21-005005,U000407,Riyadh - Olaya,Standard,2025-10-21 14:54:00,2025-10-21 18:13:00,3.32,39.84,23.9,15.94
V2025-10-21-361651,U000388,Riyadh - Olaya,Enterprise,2025-10-21 08:19:00,2025-10-21 12:47:00,4.46,35.68,21.41,14.27
V2025-10-21-591353,U000387,Riyadh - Olaya,Flex,2025-10-21 09:05:00,2025-10-21 10:36:00,1.51,22.65,13.59,9.06
V2025-10-21-903091,U000124,Riyadh - Olaya,Pro,2025-10-21 10:19:00,2025-10-21 14:40:00,4.35,43.5,26.1,17.4
V2025-10-21-952265,U000114,Riyadh - Olaya,Pro,2025-10-21 09:08:00,2025-10-21 13:30:00,4.36,43.6,26.16,17.44
V2025-10-21-477769,U000243,Riyadh - Olaya,Pro,2025-10-21 08:10:00,2025-10-21 12:12:00,4.04,40.4,24.24,16.16
V2025-10-21-165837,U000229,Riyadh - Olaya,Standard,2025-10-21 16:08:00,2025-10-21 19:25:00,3.29,39.48,23.69,15.79
V2025-10-21-900977,U000103,Riyadh - Olaya,Enterprise,2025-10-21 15:13:00,2025-10-21 19:41:00,4.47,35.76,21.46,14.3
V2025-10-21-503544,U000145,Riyadh - Olaya,Enterprise,2025-10-21 14:30:00,2025-10-21 18:50:00,4.33,34.64,20.78,13.86
V2025-10-21-241639,U000296,Riyadh - Olaya,Standard,2025-10-21 08:37:00,2025-10-21 11:17:00,2.67,32.04,19.22,12.82
V2025-10-21-408946,U000009,Riyadh - Olaya,Enterprise,2025-10-21 09:04:00,2025-10-21 13:26:00,4.36,34.88,20.93,13.95
V2025-10-21-962291,U000411,Riyadh - Olaya,Enterprise,2025-10-21 08:01:00,2025-10-21 12:34:00,4.55,36.4,21.84,14.56
V2025-10-21-524763,U000268,Riyadh - Olaya,Enterprise,2025-10-21 11:27:00,2025-10-21 15:21:00,3.9,31.2,18.72,12.48
V2025-10-21-035398,U000222,Riyadh - Olaya,Standard,2025-10-21 13:18:00,2025-10-21 15:28:00,2.16,25.92,15.55,10.37
V2025-10-21-768855,U000386,Riyadh - Olaya,Enterprise,2025-10-21 12:54:00,2025-10-21 18:13:00,5.31,42.48,25.49,16.99
V2025-10-21-346477,U000406,Riyadh - Olaya,Enterprise,2025-10-21 11:51:00,2025-10-21 16:35:00,4.73,37.84,22.7,15.14
V2025-10-21-611607,U000536,Riyadh - Olaya,Standard,2025-10-21 16:50:00,2025-10-21 18:56:00,2.1,25.2,15.12,10.08
V2025-10-21-135788,U000071,Riyadh - Olaya,Flex,2025-10-21 13:36:00,2025-10-21 14:43:00,1.12,16.8,10.08,6.72
V2025-10-21-716099,U000542,Riyadh - Olaya,Pro,2025-10-21 12:55:00,2025-10-21 17:14:00,4.32,43.2,25.92,17.28
V2025-10-21-684706,U000643,Riyadh - Olaya,Flex,2025-10-21 13:19:00,2025-10-21 15:27:00,2.13,31.95,19.17,12.78
V2025-10-21-091983,U000262,Riyadh - Olaya,Pro,2025-10-21 11:08:00,2025-10-21 15:43:00,4.59,45.9,27.54,18.36
V2025-10-21-885929,U000223,Riyadh - Olaya,Flex,2025-10-21 15:17:00,2025-10-21 16:37:00,1.33,19.95,11.97,7.98
V2025-10-21-420005,U000601,Riyadh - Olaya,Enterprise,2025-10-21 15:35:00,2025-10-21 20:49:00,5.24,41.92,25.15,16.77
V2025-10-21-428845,U000210,Riyadh - Olaya,Flex,2025-10-21 14:11:00,2025-10-21 16:06:00,1.92,28.8,17.28,11.52
V2025-10-21-514360,U000287,Riyadh - Olaya,Standard,2025-10-21 14:02:00,2025-10-21 16:43:00,2.69,32.28,19.37,12.91
V2025-10-21-997574,U000089,Riyadh - Olaya,Enterprise,2025-10-21 11:10:00,2025-10-21 15:35:00,4.42,35.36,21.22,14.14
V2025-10-21-879608,U000486,Riyadh - Olaya,Pro,2025-10-21 16:27:00,2025-10-21 19:59:00,3.53,35.3,21.18,14.12
V2025-10-21-819633,U000502,Riyadh - Olaya,Standard,2025-10-21 16:26:00,2025-10-21 19:16:00,2.83,33.96,20.38,13.58
V2025-10-21-246461,U000511,Riyadh - Olaya,Pro,2025-10-21 11:16:00,2025-10-21 14:58:00,3.7,37.0,22.2,14.8
V2025-10-21-299540,U000077,Riyadh - Olaya,Standard,2025-10-21 09:04:00,2025-10-21 11:32:00,2.47,29.64,17.78,11.86
V2025-10-21-902056,U000216,Riyadh - Olaya,Flex,2025-10-21 09:11:00,2025-10-21 10:10:00,0.98,14.7,8.82,5.88
V2025-10-21-004122,U000353,Riyadh - Olaya,Pro,2025-10-21 13:07:00,2025-10-21 16:51:00,3.73,37.3,22.38,14.92
V2025-10-21-997786,U000661,Riyadh - Olaya,Pro,2025-10-21 10:03:00,2025-10-21 13:50:00,3.78,37.8,22.68,15.12
V2025-10-21-574745,U000384,Riyadh - Olaya,Enterprise,2025-10-21 13:20:00,2025-10-21 18:08:00,4.8,38.4,23.04,15.36
V2025-10-21-892133,U000615,Riyadh - Olaya,Standard,2025-10-21 11:52:00,2025-10-21 14:45:00,2.89,34.68,20.81,13.87
V2025-10-21-005594,U000331,Riyadh - Olaya,Standard,2025-10-21 13:52:00,2025-10-21 15:43:00,1.85,22.2,13.32,8.88
V2025-10-21-363239,U000283,Riyadh - Olaya,Flex,2025-10-21 13:27:00,2025-10-21 14:44:00,1.28,19.2,11.52,7.68
V2025-10-21-370186,U000475,Riyadh - Olaya,Enterprise,2025-10-21 11:39:00,2025-10-21 15:50:00,4.18,33.44,20.06,13.38
V2025-10-21-496302,U000189,Riyadh - Olaya,Pro,2025-10-21 16:38:00,2025-10-21 20:19:00,3.69,36.9,22.14,14.76
V2025-10-21-668753,U000514,Riyadh - Olaya,Flex,2025-10-21 12:51:00,2025-10-21 14:44:00,1.88,28.2,16.92,11.28
V2025-10-21-586662,U000670,Riyadh - Olaya,Enterprise,2025-10-21 11:40:00,2025-10-21 16:21:00,4.69,37.52,22.51,15.01
V2025-10-21-452286,U000203,Riyadh - Olaya,Enterprise,2025-10-21 08:55:00,2025-10-21 14:05:00,5.17,41.36,24.82,16.54
V2025-10-21-977143,U000562,Riyadh - Olaya,Enterprise,2025-10-21 14:45:00,2025-10-21 19:16:00,4.51,36.08,21.65,14.43
V2025-10-21-811101,U000593,Riyadh - Olaya,Enterprise,2025-10-21 13:14:00,2025-10-21 17:59:00,4.75,38.0,22.8,15.2
V2025-10-21-135954,U000019,Riyadh - Olaya,Enterprise,2025-10-21 12:58:00,2025-10-21 17:47:00,4.81,38.48,23.09,15.39
V2025-10-21-311014,U000453,Riyadh - Olaya,Enterprise,2025-10-21 10:43:00,2025-10-21 14:30:00,3.78,30.24,18.14,12.1
V2025-10-21-931371,U000575,Riyadh - Olaya,Enterprise,2025-10-21 08:04:00,2025-10-21 12:38:00,4.56,36.48,21.89,14.59
V2025-10-21-426787,U000493,Riyadh - Olaya,Pro,2025-10-21 13:26:00,2025-10-21 16:57:00,3.51,35.1,21.06,14.04
V2025-10-21-414136,U000046,Riyadh - Olaya,Pro,2025-10-21 08:58:00,2025-10-21 13:05:00,4.11,41.1,24.66,16.44
V2025-10-21-851671,U000672,Riyadh - Olaya,Flex,2025-10-21 12:32:00,2025-10-21 13:47:00,1.25,18.75,11.25,7.5
V2025-10-21-651120,U000137,Riyadh - Olaya,Pro,2025-10-21 09:12:00,2025-10-21 13:25:00,4.21,42.1,25.26,16.84
V2025-10-21-918743,U000034,Riyadh - Olaya,Standard,2025-10-21 13:03:00,2025-10-21 15:46:00,2.72,32.64,19.58,13.06
V2025-10-21-353597,U000616,Riyadh - Olaya,Pro,2025-10-21 14:04:00,2025-10-21 17:40:00,3.6,36.0,21.6,14.4
V2025-10-21-016992,U000576,Riyadh - Olaya,Pro,2025-10-21 15:17:00,2025-10-21 19:34:00,4.29,42.9,25.74,17.16
V2025-10-21-005005,U000407,Riyadh - Olaya,Standard,2025-10-21 14:17:00,2025-10-21 17:25:00,3.13,37.56,22.54,15.02
V2025-10-21-358566,U000625,Riyadh - Olaya,Standard,2025-10-21 09:43:00,2025-10-21 12:57:00,3.24,38.88,23.33,15.55
V2025-10-21-428845,U000210,Riyadh - Olaya,Flex,2025-10-21 14:24:00,2025-10-21 16:27:00,2.05,30.75,18.45,12.3
V2025-10-21-636002,U000192,Riyadh - Olaya,Pro,2025-10-21 16:19:00,2025-10-21 20:45:00,4.43,44.3,26.58,17.72
V2025-10-21-883962,U000020,Riyadh - Digital City,Flex,2025-10-21 14:04:00,2025-10-21 15:48:00,1.73,25.95,15.57,10.38
V2025-10-21-532752,U000071,Riyadh - Digital City,Flex,2025-10-21 13:12:00,2025-10-21 15:58:00,2.76,41.4,24.84,16.56
V2025-10-21-422532,U000686,Riyadh - Digital City,Flex,2025-10-21 16:37:00,2025-10-21 17:25:00,0.8,12.0,7.2,4.8
V2025-10-21-218952,U000346,Riyadh - Digital City,Pro,2025-10-21 12:42:00,2025-10-21 16:47:00,4.09,40.9,24.54,16.36
V2025-10-21-359358,U000606,Riyadh - Digital City,Pro,2025-10-21 16:07:00,2025-10-21 19:41:00,3.57,35.7,21.42,14.28
V2025-10-21-385991,U000141,Riyadh - Digital City,Standard,2025-10-21 14:26:00,2025-10-21 16:25:00,1.98,23.76,14.26,9.5
V2025-10-21-057065,U000542,Riyadh - Digital City,Pro,2025-10-21 12:03:00,2025-10-21 15:32:00,3.49,34.9,20.94,13.96
V2025-10-21-456707,U000354,Riyadh - Digital City,Standard,2025-10-21 09:24:00,2025-10-21 11:44:00,2.33,27.96,16.78,11.18
V2025-10-21-996917,U000226,Riyadh - Digital City,Standard,2025-10-21 12:46:00,2025-10-21 16:38:00,3.86,46.32,27.79,18.53
V2025-10-21-190264,U000187,Riyadh - Digital City,Enterprise,2025-10-21 14:21:00,2025-10-21 18:52:00,4.52,36.16,21.7,14.46
V2025-10-21-547317,U000576,Riyadh - Digital City,Pro,2025-10-21 15:11:00,2025-10-21 18:20:00,3.15,31.5,18.9,12.6
V2025-10-21-177909,U000144,Riyadh - Digital City,Pro,2025-10-21 08:05:00,2025-10-21 11:58:00,3.89,38.9,23.34,15.56
V2025-10-21-661626,U000540,Riyadh - Digital City,Flex,2025-10-21 10:54:00,2025-10-21 12:57:00,2.05,30.75,18.45,12.3
V2025-10-21-202182,U000167,Riyadh - Digital City,Flex,2025-10-21 09:38:00,2025-10-21 11:21:00,1.71,25.65,15.39,10.26
V2025-10-21-726715,U000293,Riyadh - Digital City,Enterprise,2025-10-21 08:21:00,2025-10-21 13:19:00,4.97,39.76,23.86,15.9
V2025-10-21-094377,U000463,Riyadh - Digital City,Flex,2025-10-21 12:01:00,2025-10-21 13:24:00,1.39,20.85,12.51,8.34
V2025-10-21-696172,U000054,Riyadh - Digital City,Pro,2025-10-21 13:56:00,2025-10-21 17:51:00,3.92,39.2,23.52,15.68
V2025-10-21-374924,U000300,Riyadh - Digital City,Standard,2025-10-21 08:26:00,2025-10-21 10:51:00,2.41,28.92,17.35,11.57
V2025-10-21-308627,U000682,Riyadh - Digital City,Standard,2025-10-21 15:01:00,2025-10-21 18:27:00,3.44,41.28,24.77,16.51
V2025-10-21-493877,U000068,Riyadh - Digital City,Pro,2025-10-21 11:07:00,2025-10-21 14:27:00,3.34,33.4,20.04,13.36
V2025-10-21-374924,U000300,Riyadh - Digital City,Standard,2025-10-21 08:32:00,2025-10-21 11:42:00,3.17,38.04,22.82,15.22
V2025-10-21-009758,U000445,Riyadh - Digital City,Pro,2025-10-21 16:54:00,2025-10-21 19:56:00,3.03,30.3,18.18,12.12
V2025-10-21-353166,U000625,Riyadh - Digital City,Standard,2025-10-21 09:36:00,2025-10-21 12:32:00,2.94,35.28,21.17,14.11
V2025-10-21-207409,U000002,Riyadh - Digital City,Pro,2025-10-21 09:35:00,2025-10-21 13:39:00,4.06,40.6,24.36,16.24
V2025-10-21-005093,U000035,Riyadh - Digital City,Flex,2025-10-21 15:59:00,2025-10-21 18:10:00,2.19,32.85,19.71,13.14
V2025-10-21-535790,U000376,Riyadh - Digital City,Flex,2025-10-21 10:32:00,2025-10-21 12:41:00,2.15,32.25,19.35,12.9
V2025-10-21-553913,U000634,Riyadh - Digital City,Pro,2025-10-21 13:26:00,2025-10-21 17:26:00,4.0,40.0,24.0,16.0
V2025-10-21-958426,U000210,Riyadh - Digital City,Flex,2025-10-21 14:25:00,2025-10-21 15:16:00,0.85,12.75,7.65,5.1
V2025-10-21-979881,U000451,Riyadh - Digital City,Enterprise,2025-10-21 11:01:00,2025-10-21 15:29:00,4.47,35.76,21.46,14.3
V2025-10-21-376412,U000522,Riyadh - Digital City,Flex,2025-10-21 13:39:00,2025-10-21 15:31:00,1.86,27.9,16.74,11.16
V2025-10-21-736499,U000046,Riyadh - Digital City,Pro,2025-10-21 08:56:00,2025-10-21 13:07:00,4.18,41.8,25.08,16.72
V2025-10-21-720530,U000248,Riyadh - Digital City,Standard,2025-10-21 11:54:00,2025-10-21 15:10:00,3.26,39.12,23.47,15.65
V2025-10-21-975629,U000564,Riyadh - Digital City,Standard,2025-10-21 16:43:00,2025-10-21 18:58:00,2.25,27.0,16.2,10.8
V2025-10-21-660911,U000086,Riyadh - Digital City,Flex,2025-10-21 13:43:00,2025-10-21 15:14:00,1.52,22.8,13.68,9.12
V2025-10-21-176975,U000698,Riyadh - Digital City,Pro,2025-10-21 12:25:00,2025-10-21 15:58:00,3.55,35.5,21.3,14.2
V2025-10-21-343801,U000236,Riyadh - Digital City,Enterprise,2025-10-21 14:42:00,2025-10-21 19:14:00,4.54,36.32,21.79,14.53
V2025-10-21-056409,U000572,Riyadh - Digital City,Enterprise,2025-10-21 10:03:00,2025-10-21 14:23:00,4.33,34.64,20.78,13.86
V2025-10-21-969037,U000424,Riyadh - Digital City,Pro,2025-10-21 13:28:00,2025-10-21 17:50:00,4.36,43.6,26.16,17.44
V2025-10-21-000724,U000143,Riyadh - Digital City,Enterprise,2025-10-21 12:45:00,2025-10-21 17:08:00,4.38,35.04,21.02,14.02
V2025-10-21-363389,U000517,Riyadh - Digital City,Pro,2025-10-21 11:06:00,2025-10-21 14:05:00,2.99,29.9,17.94,11.96
V2025-10-21-143615,U000428,Riyadh - Digital City,Pro,2025-10-21 14:31:00,2025-10-21 18:11:00,3.67,36.7,22.02,14.68
V2025-10-21-107875,U000245,Riyadh - Digital City,Pro,2025-10-21 09:36:00,2025-10-21 13:40:00,4.07,40.7,24.42,16.28
V2025-10-21-009227,U000654,Riyadh - Digital City,Pro,2025-10-21 15:22:00,2025-10-21 19:02:00,3.67,36.7,22.02,14.68
V2025-10-21-769267,U000301,Riyadh - Digital City,Pro,2025-10-21 10:12:00,2025-10-21 14:44:00,4.54,45.4,27.24,18.16
V2025-10-21-714300,U000238,Riyadh - Digital City,Enterprise,2025-10-21 10:33:00,2025-10-21 15:22:00,4.82,38.56,23.14,15.42
V2025-10-21-753536,U000489,Riyadh - Digital City,Flex,2025-10-21 09:11:00,2025-10-21 10:46:00,1.59,23.85,14.31,9.54
V2025-10-21-230697,U000177,Riyadh - Digital City,Pro,2025-10-21 11:11:00,2025-10-21 14:48:00,3.61,36.1,21.66,14.44
V2025-10-21-967312,U000431,Riyadh - Digital City,Flex,2025-10-21 08:12:00,2025-10-21 09:32:00,1.34,20.1,12.06,8.04
V2025-10-21-415352,U000102,Riyadh - Digital City,Standard,2025-10-21 11:23:00,2025-10-21 14:33:00,3.16,37.92,22.75,15.17
V2025-10-21-009659,U000671,Riyadh - Digital City,Standard,2025-10-21 16:58:00,2025-10-21 19:33:00,2.58,30.96,18.58,12.38
V2025-10-21-441054,U000524,Riyadh - Digital City,Flex,2025-10-21 15:23:00,2025-10-21 16:53:00,1.5,22.5,13.5,9.0
V2025-10-21-795809,U000259,Riyadh - Digital City,Enterprise,2025-10-21 12:32:00,2025-10-21 17:03:00,4.52,36.16,21.7,14.46
V2025-10-21-120411,U000655,Riyadh - Digital City,Standard,2025-10-21 16:09:00,2025-10-21 19:16:00,3.12,37.44,22.46,14.98
V2025-10-21-224249,U000095,Riyadh - Digital City,Standard,2025-10-21 10:29:00,2025-10-21 13:32:00,3.05,36.6,21.96,14.64
V2025-10-21-647995,U000001,Riyadh - Digital City,Standard,2025-10-21 12:40:00,2025-10-21 14:45:00,2.09,25.08,15.05,10.03
V2025-10-21-461056,U000563,Riyadh - Digital City,Enterprise,2025-10-21 09:54:00,2025-10-21 15:04:00,5.17,41.36,24.82,16.54
V2025-10-21-803896,U000605,Riyadh - Digital City,Enterprise,2025-10-21 12:16:00,2025-10-21 16:05:00,3.82,30.56,18.34,12.22
V2025-10-21-629311,U000607,Riyadh - Digital City,Standard,2025-10-21 10:17:00,2025-10-21 12:48:00,2.51,30.12,18.07,12.05
V2025-10-21-207514,U000372,Riyadh - Digital City,Pro,2025-10-21 12:12:00,2025-10-21 16:17:00,4.08,40.8,24.48,16.32
V2025-10-21-255587,U000146,Riyadh - Digital City,Standard,2025-10-21 13:30:00,2025-10-21 16:26:00,2.93,35.16,21.1,14.06
V2025-10-21-958426,U000210,Riyadh - Digital City,Flex,2025-10-21 14:10:00,2025-10-21 14:58:00,0.8,12.0,7.2,4.8
V2025-10-21-522919,U000012,Riyadh - Digital City,Flex,2025-10-21 14:33:00,2025-10-21 16:29:00,1.93,28.95,17.37,11.58
V2025-10-21-660509,U000660,Riyadh - Digital City,Enterprise,2025-10-21 11:21:00,2025-10-21 16:11:00,4.84,38.72,23.23,15.49
V2025-10-21-486491,U000274,Riyadh - Digital City,Pro,2025-10-21 09:33:00,2025-10-21 13:41:00,4.14,41.4,24.84,16.56
V2025-10-21-161681,U000534,Riyadh - Digital City,Flex,2025-10-21 14:57:00,2025-10-21 16:32:00,1.58,23.7,14.22,9.48
